Best configuration	3.0	0.8	0.999	0.001	Best loss	0.07669118246920408
Time	Trials	Epochs	Top loss
0.0	0.0	0.0	0.0
22.227121829986572	1.0	4.0	0.11674815357029437
36.14100003242493	2.0	8.0	0.11674815357029437
50.1410608291626	3.0	12.0	0.11674815357029437
64.35125613212585	4.0	16.0	0.09976031787395477
78.45571899414062	5.0	20.0	0.09445026350021363
90.04752683639526	6.0	24.0	0.09445026350021363
101.62443089485168	7.0	28.0	0.09445026350021363
113.36996293067932	8.0	32.0	0.09445026350021363
125.26533508300781	9.0	36.0	0.09108614496588707
137.30803298950195	10.0	40.0	0.09108614496588707
148.95757603645325	11.0	44.0	0.09108614496588707
160.71099185943604	12.0	48.0	0.09108614496588707
172.47827291488647	13.0	52.0	0.09108614496588707
184.11743688583374	14.0	56.0	0.08436822062432765
195.72443008422852	15.0	60.0	0.08436822062432765
207.58077096939087	16.0	64.0	0.08436822062432765
219.38025903701782	17.0	68.0	0.08436822062432765
231.1518521308899	18.0	72.0	0.08436822062432765
242.9853057861328	19.0	76.0	0.08436822062432765
254.75746512413025	20.0	80.0	0.07669118246920408
266.19427394866943	21.0	84.0	0.07669118246920408
278.0773959159851	22.0	88.0	0.07669118246920408
289.75218510627747	23.0	92.0	0.07669118246920408
302.0543749332428	24.0	96.0	0.07669118246920408
313.6348600387573	25.0	100.0	0.07669118246920408
325.05851912498474	26.0	104.0	0.07669118246920408
336.7102289199829	27.0	108.0	0.07669118246920408
348.3878400325775	28.0	112.0	0.07669118246920408
360.56825590133667	29.0	116.0	0.07669118246920408
372.5823700428009	30.0	120.0	0.07669118246920408
