Best configuration	tanh	0.8	0.95	0.001	Best loss	0.0772082944855094
Time	Trials	Epochs	Top loss
0.0	0.0	0.0	0.0
8.468849897384644	1.0	1.0	0.1645799991607666
14.788205623626709	2.0	2.0	0.12390218563079834
21.30291199684143	3.0	3.0	0.12390218563079834
27.536278009414673	4.0	4.0	0.12390218563079834
33.89919590950012	5.0	5.0	0.12390218563079834
40.522998571395874	6.0	6.0	0.10859633294343948
48.012067794799805	7.0	7.0	0.10859633294343948
56.13740682601929	8.0	8.0	0.10859633294343948
63.693761587142944	9.0	9.0	0.10859633294343948
70.04298686981201	10.0	10.0	0.10859633294343948
82.61617875099182	11.0	13.0	0.09346171683371067
95.37642073631287	12.0	16.0	0.09346171683371067
107.65537786483765	13.0	19.0	0.09346171683371067
137.7547116279602	14.0	28.0	0.09346171683371067
150.17477464675903	15.0	31.0	0.09346171683371067
162.72115993499756	16.0	34.0	0.09346171683371067
175.23421382904053	17.0	37.0	0.09346171683371067
187.6059398651123	18.0	40.0	0.09346171683371067
200.26067876815796	19.0	43.0	0.09346171683371067
230.54882884025574	20.0	52.0	0.08342689763903618
260.9513487815857	21.0	61.0	0.08342689763903618
292.1951048374176	22.0	70.0	0.0772082944855094
323.1219708919525	23.0	79.0	0.0772082944855094
353.6830108165741	24.0	88.0	0.0772082944855094
