CMDLINE /Users/harshdeep/final3/bin/python3 experiments.py pbt
MEM 0.085938 1591015951.2623
MEM 11.183594 1591015951.3751
MEM 19.988281 1591015951.4860
MEM 26.968750 1591015951.5988
MEM 36.261719 1591015951.7090
MEM 46.632812 1591015951.8164
MEM 46.632812 1591015951.9272
MEM 46.632812 1591015952.0376
MEM 46.632812 1591015952.1479
MEM 46.632812 1591015952.2613
MEM 46.632812 1591015952.3733
MEM 46.632812 1591015952.4851
MEM 46.671875 1591015952.5966
MEM 46.675781 1591015952.7097
MEM 50.867188 1591015952.8184
MEM 51.558594 1591015952.9309
MEM 54.953125 1591015953.0434
MEM 57.773438 1591015953.1562
MEM 61.195312 1591015953.2735
MEM 61.585938 1591015953.4025
MEM 61.585938 1591015953.5291
MEM 74.859375 1591015953.6366
MEM 82.132812 1591015953.7455
MEM 88.140625 1591015953.8564
MEM 96.652344 1591015953.9689
MEM 104.500000 1591015954.0816
MEM 110.449219 1591015954.1940
MEM 126.417969 1591015954.3033
MEM 146.089844 1591015954.4115
MEM 148.777344 1591015954.5247
MEM 149.519531 1591015954.6395
MEM 149.867188 1591015954.7500
MEM 151.632812 1591015954.8622
MEM 153.718750 1591015954.9769
MEM 155.683594 1591015955.0901
MEM 159.324219 1591015955.2003
MEM 163.609375 1591015955.3138
MEM 165.562500 1591015955.4284
MEM 167.472656 1591015955.5413
MEM 172.546875 1591015955.6546
MEM 174.554688 1591015955.7664
MEM 175.937500 1591015955.8756
MEM 177.527344 1591015955.9864
MEM 179.421875 1591015956.0956
MEM 181.421875 1591015956.2066
MEM 183.351562 1591015956.3223
MEM 185.375000 1591015956.4359
MEM 187.808594 1591015956.5527
MEM 192.007812 1591015956.6643
MEM 194.308594 1591015956.7780
MEM 196.085938 1591015956.8913
MEM 197.941406 1591015957.0059
MEM 199.777344 1591015957.1144
MEM 201.273438 1591015957.2245
MEM 203.671875 1591015957.3361
MEM 205.308594 1591015957.4495
MEM 209.394531 1591015957.5674
MEM 212.062500 1591015957.6813
MEM 215.648438 1591015957.7954
MEM 218.718750 1591015957.9062
MEM 220.925781 1591015958.0176
MEM 223.976562 1591015958.1307
MEM 225.937500 1591015958.2430
MEM 227.535156 1591015958.3548
MEM 229.277344 1591015958.4699
MEM 231.113281 1591015958.5867
MEM 231.746094 1591015958.7003
MEM 235.582031 1591015958.8130
MEM 237.195312 1591015958.9234
MEM 238.703125 1591015959.0387
MEM 239.453125 1591015959.1499
MEM 241.011719 1591015959.2814
MEM 243.628906 1591015959.3897
MEM 244.539062 1591015959.5004
MEM 246.304688 1591015959.6133
MEM 248.593750 1591015959.7245
MEM 249.480469 1591015959.8400
MEM 255.171875 1591015959.9548
MEM 255.484375 1591015960.0662
MEM 256.734375 1591015960.1799
MEM 267.410156 1591015960.2922
MEM 270.082031 1591015960.4049
MEM 271.804688 1591015960.5138
MEM 273.500000 1591015960.6272
MEM 276.628906 1591015960.7382
MEM 278.953125 1591015960.8500
MEM 281.734375 1591015960.9615
MEM 284.207031 1591015961.0751
MEM 290.484375 1591015961.1855
MEM 295.933594 1591015961.3003
MEM 299.656250 1591015961.4091
MEM 300.062500 1591015961.5189
MEM 300.593750 1591015961.6303
MEM 300.675781 1591015961.7397
MEM 300.753906 1591015961.8486
MEM 301.003906 1591015961.9573
MEM 301.054688 1591015962.0670
