CMDLINE /Users/harshdeep/final3/bin/python3 experiments.py pco
MEM 0.089844 1591014311.7050
MEM 10.253906 1591014311.8069
MEM 17.410156 1591014311.9075
MEM 24.187500 1591014312.0104
MEM 33.167969 1591014312.1114
MEM 39.015625 1591014312.2166
MEM 46.613281 1591014312.3218
MEM 46.613281 1591014312.4231
MEM 46.613281 1591014312.5253
MEM 46.613281 1591014312.6257
MEM 46.613281 1591014312.7309
MEM 46.613281 1591014312.8337
MEM 46.613281 1591014312.9383
MEM 46.652344 1591014313.0408
MEM 46.656250 1591014313.1461
MEM 50.195312 1591014313.2475
MEM 53.664062 1591014313.3498
MEM 61.015625 1591014313.4527
MEM 61.531250 1591014313.5535
MEM 61.531250 1591014313.6573
MEM 63.183594 1591014313.7583
MEM 77.269531 1591014313.8635
MEM 84.449219 1591014313.9644
MEM 90.578125 1591014314.0659
MEM 98.316406 1591014314.1712
MEM 105.511719 1591014314.2732
MEM 110.691406 1591014314.3741
MEM 135.914062 1591014314.4745
MEM 146.195312 1591014314.5749
MEM 149.066406 1591014314.6753
MEM 149.644531 1591014314.7777
MEM 151.425781 1591014314.8827
MEM 153.578125 1591014314.9858
MEM 155.117188 1591014315.0865
MEM 158.035156 1591014315.1893
MEM 162.046875 1591014315.2912
MEM 164.300781 1591014315.3917
MEM 166.402344 1591014315.4926
MEM 167.992188 1591014315.5976
MEM 172.671875 1591014315.6989
MEM 174.433594 1591014315.7998
MEM 175.808594 1591014315.9003
MEM 177.019531 1591014316.0044
MEM 179.089844 1591014316.1089
MEM 180.847656 1591014316.2132
MEM 182.613281 1591014316.3136
MEM 184.679688 1591014316.4144
MEM 186.957031 1591014316.5173
MEM 188.457031 1591014316.6177
MEM 192.406250 1591014316.7187
MEM 194.515625 1591014316.8195
MEM 196.015625 1591014316.9236
MEM 197.617188 1591014317.0245
MEM 198.980469 1591014317.1254
MEM 200.843750 1591014317.2278
MEM 202.660156 1591014317.3311
MEM 204.105469 1591014317.4320
MEM 208.074219 1591014317.5327
MEM 210.351562 1591014317.6331
MEM 213.578125 1591014317.7341
MEM 216.914062 1591014317.8354
MEM 219.539062 1591014317.9358
MEM 221.136719 1591014318.0363
MEM 223.910156 1591014318.1399
MEM 225.781250 1591014318.2409
MEM 226.886719 1591014318.3412
MEM 228.351562 1591014318.4425
MEM 230.160156 1591014318.5429
MEM 231.289062 1591014318.6450
MEM 235.316406 1591014318.7455
MEM 235.871094 1591014318.8459
MEM 237.226562 1591014318.9471
MEM 238.781250 1591014319.0510
MEM 239.304688 1591014319.1517
MEM 241.101562 1591014319.2570
MEM 243.632812 1591014319.3618
MEM 244.375000 1591014319.4644
MEM 245.195312 1591014319.5656
MEM 246.902344 1591014319.6664
MEM 248.535156 1591014319.7671
MEM 249.398438 1591014319.8681
MEM 250.000000 1591014319.9732
MEM 255.324219 1591014320.0751
MEM 256.039062 1591014320.1755
MEM 257.621094 1591014320.2761
MEM 260.816406 1591014320.3779
MEM 262.523438 1591014320.4787
MEM 263.882812 1591014320.5792
MEM 265.964844 1591014320.6802
MEM 268.425781 1591014320.7844
MEM 270.769531 1591014320.8851
MEM 272.843750 1591014320.9854
MEM 275.050781 1591014321.0895
MEM 281.992188 1591014321.1948
MEM 286.886719 1591014321.2980
MEM 291.292969 1591014321.4027
MEM 291.917969 1591014321.5061
MEM 292.171875 1591014321.6066
MEM 292.246094 1591014321.7079
MEM 292.328125 1591014321.8131
MEM 292.582031 1591014321.9184
MEM 292.628906 1591014322.0202
MEM 292.988281 1591014322.1220
MEM 299.347656 1591014322.2226
MEM 299.503906 1591014322.3228
MEM 299.875000 1591014322.4251
MEM 300.109375 1591014322.5300
MEM 301.781250 1591014322.6312
MEM 301.929688 1591014322.7321
MEM 302.070312 1591014322.8373
MEM 302.855469 1591014322.9415
MEM 303.886719 1591014323.0456
MEM 304.027344 1591014323.1509
MEM 304.187500 1591014323.2561
MEM 305.843750 1591014323.3584
MEM 305.968750 1591014323.4623
MEM 306.097656 1591014323.5645
MEM 306.203125 1591014323.6698
MEM 306.296875 1591014323.7701
MEM 308.410156 1591014323.8749
MEM 308.515625 1591014323.9760
MEM 308.578125 1591014324.0780
MEM 308.687500 1591014324.1782
MEM 308.792969 1591014324.2788
MEM 308.886719 1591014324.3841
MEM 311.984375 1591014324.4856
MEM 332.515625 1591014324.5896
MEM 352.765625 1591014324.6916
MEM 403.781250 1591014324.7929
MEM 515.011719 1591014324.8934
MEM 637.777344 1591014324.9979
MEM 751.820312 1591014325.0994
MEM 862.328125 1591014325.2001
MEM 944.257812 1591014325.3025
MEM 943.503906 1591014325.4071
MEM 943.503906 1591014325.5102
MEM 943.503906 1591014325.6138
MEM 943.503906 1591014325.7142
MEM 943.503906 1591014325.8149
MEM 943.503906 1591014325.9153
MEM 943.503906 1591014326.0169
MEM 943.503906 1591014326.1224
MEM 943.503906 1591014326.2232
MEM 943.503906 1591014326.3287
MEM 943.503906 1591014326.4316
MEM 943.503906 1591014326.5337
MEM 943.503906 1591014326.6391
MEM 943.503906 1591014326.7420
MEM 943.503906 1591014326.8474
MEM 943.503906 1591014326.9518
MEM 943.503906 1591014327.0523
MEM 943.503906 1591014327.1565
MEM 943.503906 1591014327.2614
MEM 943.503906 1591014327.3661
MEM 943.503906 1591014327.4689
MEM 943.503906 1591014327.5698
MEM 943.503906 1591014327.6738
MEM 943.503906 1591014327.7755
MEM 943.503906 1591014327.8780
MEM 943.503906 1591014327.9797
MEM 943.503906 1591014328.0841
MEM 943.503906 1591014328.1896
MEM 943.503906 1591014328.2918
MEM 943.503906 1591014328.3973
MEM 943.503906 1591014328.4984
MEM 943.503906 1591014328.6038
MEM 943.503906 1591014328.7056
MEM 943.503906 1591014328.8086
MEM 943.503906 1591014328.9141
MEM 943.503906 1591014329.0178
MEM 943.503906 1591014329.1234
MEM 943.503906 1591014329.2259
MEM 943.503906 1591014329.3298
MEM 943.503906 1591014329.4316
MEM 943.503906 1591014329.5370
MEM 943.503906 1591014329.6405
MEM 943.503906 1591014329.7421
MEM 943.503906 1591014329.8425
MEM 943.503906 1591014329.9464
MEM 943.503906 1591014330.0511
MEM 943.503906 1591014330.1566
MEM 943.503906 1591014330.2574
MEM 943.503906 1591014330.3589
MEM 943.503906 1591014330.4595
MEM 943.503906 1591014330.5608
MEM 943.503906 1591014330.6650
MEM 943.503906 1591014330.7705
MEM 943.503906 1591014330.8741
MEM 943.503906 1591014330.9754
MEM 943.503906 1591014331.0786
MEM 943.503906 1591014331.1795
MEM 943.503906 1591014331.2850
MEM 943.503906 1591014331.3900
MEM 943.503906 1591014331.4925
MEM 943.503906 1591014331.5979
MEM 943.503906 1591014331.6984
MEM 943.503906 1591014331.8038
MEM 943.503906 1591014331.9063
MEM 943.503906 1591014332.0094
MEM 943.503906 1591014332.1132
MEM 943.503906 1591014332.2151
MEM 943.503906 1591014332.3160
MEM 943.503906 1591014332.4214
MEM 943.503906 1591014332.5248
MEM 943.503906 1591014332.6299
MEM 943.503906 1591014332.7317
MEM 943.503906 1591014332.8335
MEM 943.503906 1591014332.9372
MEM 943.503906 1591014333.0411
MEM 943.503906 1591014333.1418
MEM 943.503906 1591014333.2472
MEM 943.503906 1591014333.3527
MEM 946.273438 1591014333.4565
MEM 947.917969 1591014333.5576
MEM 948.269531 1591014333.6628
MEM 948.546875 1591014333.7653
MEM 948.765625 1591014333.8658
MEM 948.871094 1591014333.9711
MEM 952.128906 1591014334.0726
MEM 952.417969 1591014334.1760
MEM 952.542969 1591014334.2787
MEM 953.449219 1591014334.3798
MEM 953.605469 1591014334.4806
MEM 953.773438 1591014334.5858
MEM 953.996094 1591014334.6911
MEM 954.152344 1591014334.7916
MEM 954.371094 1591014334.8919
MEM 954.503906 1591014334.9929
MEM 958.695312 1591014335.0979
MEM 878.949219 1591014335.1984
MEM 880.375000 1591014335.3040
MEM 820.617188 1591014335.4043
MEM 820.667969 1591014335.5053
MEM 820.667969 1591014335.6075
MEM 820.667969 1591014335.7090
MEM 820.691406 1591014335.8095
MEM 820.695312 1591014335.9137
MEM 820.703125 1591014336.0177
MEM 820.703125 1591014336.1216
MEM 820.707031 1591014336.2242
MEM 820.707031 1591014336.3247
MEM 820.707031 1591014336.4280
MEM 820.707031 1591014336.5304
MEM 820.707031 1591014336.6326
MEM 820.707031 1591014336.7354
MEM 820.710938 1591014336.8387
MEM 820.726562 1591014336.9405
MEM 820.726562 1591014337.0424
MEM 820.726562 1591014337.1437
MEM 820.726562 1591014337.2442
MEM 820.726562 1591014337.3494
MEM 820.726562 1591014337.4542
MEM 820.726562 1591014337.5594
MEM 820.730469 1591014337.6600
MEM 820.742188 1591014337.7604
MEM 820.742188 1591014337.8636
MEM 759.968750 1591014337.9639
MEM 761.417969 1591014338.0657
MEM 761.417969 1591014338.1661
MEM 761.417969 1591014338.2687
MEM 761.417969 1591014338.3734
MEM 761.417969 1591014338.4782
MEM 761.417969 1591014338.5794
MEM 761.417969 1591014338.6805
MEM 761.417969 1591014338.7826
MEM 761.417969 1591014338.8837
MEM 761.417969 1591014338.9873
MEM 761.429688 1591014339.0877
MEM 761.429688 1591014339.1888
MEM 761.429688 1591014339.2930
MEM 761.429688 1591014339.3934
MEM 761.429688 1591014339.4971
MEM 761.429688 1591014339.5976
MEM 761.429688 1591014339.7020
MEM 761.429688 1591014339.8069
MEM 761.429688 1591014339.9101
MEM 761.429688 1591014340.0151
MEM 761.429688 1591014340.1196
MEM 761.429688 1591014340.2240
MEM 761.429688 1591014340.3244
MEM 761.429688 1591014340.4252
MEM 761.429688 1591014340.5259
MEM 761.429688 1591014340.6262
